SK_ID_CURR,DAYS_BIRTH,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN
110371,-18437,0.507,0.545,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
110372,-15479,0.5103,0.4626,0.7324,-1233.4,-998.6,0.0,0.0
110376,-14496,0.4924,0.5537,0.2925,-725.5454545454545,-320.90909090909093,0.45454545454545453,0.0
110379,-9968,0.4539,0.298,0.1261,-912.0,-221.5,0.5,0.0
110380,-20968,0.6143,0.3303,0.519,-1441.3333333333333,-614.3333333333334,0.3333333333333333,0.2
110393,-13964,0.507,0.456,0.519,-569.0,-352.25,0.125,0.38095238095238093
110401,-17037,0.3657,0.1688,0.3093,-825.3,-409.3,0.6,0.0
110406,-20110,0.684,0.5684,0.685,-1282.4285714285713,-842.1428571428571,0.42857142857142855,0.0
110411,-21397,0.597,0.3955,0.4119,-1592.0833333333333,-280.8333333333333,0.4166666666666667,0.0
110416,-23217,0.671,0.5527,0.4453,-572.0,-342.6666666666667,0.6666666666666666,0.16666666666666666
110420,-22999,0.507,0.7393,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.5
110443,-19725,0.507,0.2612,0.813,-1935.6666666666667,-1033.1666666666667,0.0,0.0
110465,-23647,0.507,0.582,0.5317,-1103.5,-57.0,0.5,0.0
110468,-13642,0.4126,0.5776,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.1
110469,-15100,0.647,0.5747,0.1694,-1236.0,-803.4285714285714,0.42857142857142855,0.0
110471,-10257,0.3704,0.2737,0.1809,-384.25,-188.0,0.25,0.0
110487,-19365,0.507,0.2927,0.0873,-932.0714285714286,-600.1428571428571,0.42857142857142855,0.3103448275862069
110491,-15287,0.507,0.6064,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.75
110504,-18466,0.507,0.6255,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
110547,-14096,0.4614,0.7734,0.4048,-707.3333333333334,-500.8333333333333,0.3333333333333333,0.0
110550,-23484,0.507,0.7964,0.6143,-1286.5,-1083.0,0.5,1.0
110559,-11680,0.419,0.1394,0.4832,-1972.4,-1524.8,0.2,0.2
110578,-17260,0.444,0.05286,0.7354,-1515.0,-977.25,0.25,0.2857142857142857
110582,-18390,0.507,0.4282,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
110590,-17030,0.805,0.2126,0.595,-982.2,-124.2,0.6,0.0
110598,-20476,0.507,0.3904,0.7183,-1934.857142857143,-1046.5714285714287,0.0,0.0
110601,-8092,0.507,0.002523,0.3296,-417.1666666666667,-257.0,0.5,0.14285714285714285
110602,-22500,0.507,0.6543,0.722,-1395.6,-987.6,0.4,0.6666666666666666
110604,-22960,0.667,0.517,0.369,-282.0,-37.0,0.0,0.25
110625,-21323,0.645,0.2296,0.10547,-535.3,-242.6,0.2,0.4
110626,-13543,0.507,0.1859,0.519,-557.5,-139.25,0.5,0.0
110636,-21157,0.4075,0.587,0.2379,-924.2,-451.4,0.6,0.1
110637,-10919,0.5205,0.58,0.1654,-1445.0,-326.6666666666667,0.5,0.0
110638,-19147,0.554,0.4883,0.1576,-982.2222222222222,-494.22222222222223,0.3333333333333333,0.0
110646,-10341,0.2388,0.511,0.7354,-1681.4,-882.2,0.2,0.0
110648,-13692,0.507,0.663,0.606,-794.4285714285714,-195.57142857142858,0.7142857142857143,0.0
110652,-19118,0.507,0.6177,0.519,-1454.2857142857142,-627.1428571428571,0.0,0.08333333333333333
110681,-10594,0.3777,0.719,0.6177,-1419.0,-646.2352941176471,0.29411764705882354,0.0
110682,-20699,0.5396,0.1504,0.3606,-596.3333333333334,-214.66666666666666,0.3333333333333333,0.0
110687,-9440,0.407,0.2751,0.4507,-82.0,-4.0,1.0,0.0
110691,-18414,0.831,0.639,0.674,-1162.0,-480.0,0.4,0.0
110694,-12948,0.562,0.6733,0.398,-218.33333333333334,-6.333333333333333,0.6666666666666666,0.16666666666666666
110695,-15722,0.643,0.677,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
110696,-21317,0.507,0.5884,0.4849,-516.75,-236.125,0.25,0.6
110708,-11545,0.4014,0.6753,0.503,-1161.125,-297.875,0.375,0.0
110710,-16396,0.507,0.5737,0.6704,-931.5,-747.5,0.0,0.0
110717,-16890,0.6255,0.5938,0.501,-886.6666666666666,-523.6666666666666,0.0,0.0
110730,-22929,0.507,0.1737,0.6816,-1614.0,-1261.5,0.0,0.0
110740,-12338,0.507,0.73,0.3557,-314.0,-10.0,1.0,0.0
110742,-17272,0.4856,0.564,0.722,-1546.0,-826.5,0.25,0.0
110747,-10161,0.2903,0.7065,0.616,-922.5,-214.25,0.75,0.0
110761,-10829,0.507,0.571,0.519,-1369.0,-272.0,0.0,0.0
110766,-18455,0.507,0.803,0.519,-1772.0,-925.0,0.0,0.0
110769,-19267,0.858,0.608,0.546,-1397.375,-593.125,0.25,0.0
110774,-14837,0.507,0.514,0.6094,-1068.25,-624.25,0.25,0.0
110803,-15601,0.614,0.6436,0.4775,-984.6666666666666,-179.33333333333334,0.6666666666666666,0.0
110805,-13090,0.2615,0.654,0.7544,-1368.5,-781.5,0.0,0.14285714285714285
110809,-11094,0.507,0.252,0.2115,-1658.5714285714287,-912.4285714285714,0.14285714285714285,0.0
110827,-24559,0.56,0.4924,0.3296,-296.75,-87.5,0.25,0.0
110832,-14579,0.677,0.644,0.3606,-887.0,-268.8888888888889,0.7777777777777778,0.0
110839,-18368,0.4822,0.545,0.519,-1831.0,-1152.5714285714287,0.42857142857142855,0.0
110859,-14550,0.464,0.4993,0.2595,-1108.7142857142858,-569.6428571428571,0.2857142857142857,0.0
110861,-24295,0.507,0.6895,0.661,-570.5,-393.0,0.0,0.0
110863,-12717,0.507,0.3113,0.183,-470.5,-243.0,0.5,0.0
110865,-22423,0.3916,0.03055,0.5815,-1871.6666666666667,-145.0,0.3333333333333333,0.25
110881,-9896,0.2803,0.5176,0.3894,-1084.0,-717.8333333333334,0.3333333333333333,0.14285714285714285
110889,-16612,0.6113,0.589,0.546,-783.0,-5.0,1.0,0.21428571428571427
110891,-23185,0.507,0.4133,0.722,-575.0,-23.0,1.0,0.0
110894,-16193,0.5747,0.6343,0.6396,-1906.8333333333333,-1148.0,0.16666666666666666,0.125
110895,-14928,0.507,0.3396,0.6943,-1404.0,-791.0,0.0,0.0
110907,-14220,0.507,0.2705,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
110914,-14980,0.507,0.5127,0.3606,-707.375,-90.875,0.75,0.2857142857142857
110933,-13790,0.4783,0.6885,0.7407,-946.4,-85.4,0.4,0.0
110934,-23111,0.507,0.7534,0.6626,-677.75,-324.5,0.75,0.0
110937,-21194,0.507,0.2683,0.7505,-657.3333333333334,-158.0,0.3333333333333333,0.0
110953,-14723,0.546,0.55,0.56,-844.375,-568.625,0.375,0.09090909090909091
110954,-10828,0.507,0.0855,0.519,-413.0,-31.0,1.0,0.0
110958,-9383,0.2267,0.04974,0.519,-324.0,-15.0,1.0,0.0
110970,-14576,0.507,0.6406,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.08333333333333333
110974,-12879,0.507,0.4844,0.2957,-595.1666666666666,-205.5,0.5,0.0
110977,-9995,0.507,0.3718,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.14285714285714285
110989,-17321,0.507,0.536,0.712,-916.25,-347.25,0.25,0.0
110993,-11443,0.507,0.2913,0.05963,-657.2142857142857,-313.0,0.5,0.4444444444444444
110994,-13005,0.3083,0.01706,0.4832,-826.25,-466.25,0.5,0.0
111018,-16175,0.8115,0.6265,0.6074,-1374.0,-1148.0,0.0,0.0
111019,-12038,0.4316,0.5933,0.4832,-1339.625,-514.375,0.375,0.0
111030,-22378,0.507,0.08203,0.5938,-737.375,-402.0,0.375,0.0
111032,-17996,0.654,0.747,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111041,-21915,0.507,0.684,0.4705,-288.0,-64.33333333333333,1.0,0.0
111045,-16681,0.7764,0.65,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111048,-21477,0.507,0.7954,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.5
111052,-13735,0.507,0.622,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.14285714285714285
111070,-22854,0.4062,0.322,0.2251,-248.66666666666666,-82.0,0.6666666666666666,0.4166666666666667
111084,-11924,0.3298,0.4084,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111091,-21887,0.507,0.7007,0.6416,-1624.25,-547.5,0.25,0.0
111104,-18022,0.8047,0.678,0.7925,-2153.0,-1908.0,0.0,0.0
111108,-13985,0.2196,0.541,0.4976,-1111.8235294117646,-573.4705882352941,0.0,0.0
111112,-15358,0.5254,0.4712,0.519,-319.0,-182.0,0.0,0.1111111111111111
111127,-13522,0.5376,0.7188,0.791,-906.0,-211.5,0.5,0.0
111142,-12886,0.3337,0.4773,0.4885,-1310.375,-859.0,0.125,0.0
111146,-22822,0.507,0.4873,0.1798,-560.0,-200.88888888888889,0.5555555555555556,0.5714285714285714
111165,-18529,0.507,0.591,0.769,-1578.3636363636363,-824.3636363636364,0.09090909090909091,0.0
111168,-22197,0.507,0.589,0.683,-798.0,-142.0,1.0,0.3333333333333333
111169,-11152,0.507,0.2068,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111172,-14717,0.5806,0.3162,0.585,-1119.8,-705.4,0.4,0.07142857142857142
111173,-20577,0.735,0.798,0.621,-1423.75,-653.5,0.25,0.0
111174,-15637,0.583,0.673,0.1125,-1355.9166666666667,-384.4166666666667,0.3333333333333333,0.3333333333333333
111175,-19801,0.4944,0.0375,0.761,-1742.25,-815.75,0.25,0.0
111176,-14779,0.3855,0.5947,0.6895,-1085.142857142857,-635.4285714285714,0.14285714285714285,0.125
111177,-8742,0.507,0.534,0.555,-469.0,-151.33333333333334,0.3333333333333333,0.0
111180,-17086,0.7725,0.6914,0.3442,-1363.6666666666667,-759.5555555555555,0.2777777777777778,0.25
111182,-15146,0.529,0.7007,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.5
111192,-15542,0.507,0.4739,0.576,-1287.5714285714287,-911.5714285714286,0.42857142857142855,0.0
111194,-16816,0.3013,0.1886,0.4668,-1250.8461538461538,-722.9230769230769,0.46153846153846156,0.0
111196,-16918,0.507,0.5596,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.3076923076923077
111197,-11949,0.814,0.609,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111198,-21357,0.507,0.6377,0.774,-1194.3333333333333,-231.0,0.8333333333333334,0.0
111205,-22736,0.3552,0.7563,0.3997,-1154.642857142857,-472.07142857142856,0.35714285714285715,0.0
111207,-10520,0.599,0.3096,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111222,-21431,0.507,0.78,0.5405,-1732.6153846153845,-670.4615384615385,0.15384615384615385,0.0
111228,-18379,0.507,0.6553,0.5283,-1306.8235294117646,-743.6470588235294,0.058823529411764705,0.21428571428571427
111233,-15062,0.8174,0.6597,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111256,-17632,0.507,0.6694,0.7,-1019.625,-357.5,0.375,0.38461538461538464
111258,-12795,0.669,0.7227,0.4832,-1087.6666666666667,-566.6666666666666,0.5,0.0
111262,-14254,0.507,0.679,0.706,-1363.0,-1211.5,0.0,0.0
111263,-18263,0.507,0.53,0.403,-2348.0,-1205.0,0.0,0.0
111267,-10472,0.507,0.7407,0.6924,-1400.0,-1385.0,1.0,0.0
111269,-24783,0.507,0.2137,0.669,-985.0,-786.0,0.0,0.0
111276,-19957,0.507,0.608,0.7505,-971.0,-775.0,0.0,0.5
111277,-12771,0.3215,0.669,0.2527,-903.2941176470588,-388.70588235294116,0.4117647058823529,0.21428571428571427
111279,-12632,0.3005,0.504,0.2068,-773.1428571428571,-399.14285714285717,0.42857142857142855,0.0
111290,-9512,0.5054,0.672,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111294,-14520,0.801,0.5747,0.519,-1152.0,-425.5,0.5,0.29411764705882354
111295,-14132,0.4443,0.3875,0.5674,-1049.7142857142858,-381.85714285714283,0.42857142857142855,0.16666666666666666
111315,-16284,0.4072,0.4329,0.1261,-777.5,-169.5,0.5,0.0
111318,-13099,0.3237,0.3413,0.4688,-332.1666666666667,-140.5,0.3333333333333333,0.0
111327,-19231,0.507,0.711,0.7295,-2725.0,-33.0,1.0,0.0
111328,-9164,0.507,0.287,0.7017,-459.0,-259.0,0.0,0.0
111332,-11120,0.507,0.354,0.3809,-940.5555555555555,-303.77777777777777,0.5555555555555556,0.0
111338,-22838,0.8545,0.6177,0.712,-1029.2,-459.5,0.0,0.16666666666666666
111343,-10935,0.507,0.439,0.1863,-1212.375,-653.625,0.375,0.0
111344,-16038,0.507,0.661,0.4758,-799.4,-265.2,0.2,0.0
111345,-8129,0.1486,0.003904,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111347,-16396,0.533,0.7227,0.5137,-1100.7333333333333,-586.0,0.3333333333333333,0.0
111356,-20405,0.507,0.7524,0.599,-1094.4,-483.8,0.4,0.0
111359,-23465,0.507,0.7217,0.1918,-170.0,-18.25,1.0,0.2727272727272727
111367,-15055,0.507,0.653,0.492,-1540.25,-822.5,0.0,0.0
111368,-15803,0.5303,0.514,0.7407,-773.0,-541.0,0.0,0.125
111391,-22579,0.5747,0.0619,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.5
111408,-13388,0.6934,0.8013,0.56,-1288.7,-196.5,0.3,0.0
111412,-12159,0.537,0.5254,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111419,-19965,0.507,0.3506,0.519,-452.1666666666667,-267.3333333333333,0.5,0.07692307692307693
111422,-23144,0.7417,0.2294,0.7803,-1302.6666666666667,-963.3333333333334,0.3333333333333333,0.0
111423,-10169,0.507,0.3223,0.1438,-367.75,-217.0,0.75,0.0
111439,-20502,0.507,0.726,0.4067,-816.5384615384615,-438.38461538461536,0.46153846153846156,0.3333333333333333
111452,-14540,0.2094,0.3318,0.127,-975.6363636363636,-405.54545454545456,0.6363636363636364,0.3333333333333333
111456,-20748,0.507,0.3264,0.659,-2015.0,-1597.6666666666667,0.0,0.0
111467,-22452,0.8013,0.4902,0.5938,-860.4,-334.4,0.2,0.14285714285714285
111478,-9151,0.507,0.211,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111482,-16673,0.507,0.402,0.731,-1561.2857142857142,-666.8571428571429,0.2857142857142857,0.16666666666666666
111488,-12854,0.507,0.395,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111503,-13969,0.401,0.448,0.562,-1484.0,-513.6666666666666,0.6666666666666666,0.0
111510,-18730,0.507,0.6953,0.706,-987.0,-122.66666666666667,0.0,0.25
111512,-24321,0.507,0.776,0.5317,-2456.0,-2151.0,0.0,0.125
111518,-10552,0.542,0.3633,0.5117,-237.0,-14.0,1.0,0.0
111532,-16009,0.357,0.735,0.2128,-1071.2105263157894,-505.10526315789474,0.10526315789473684,0.25
111537,-10567,0.7007,0.748,0.7437,-1847.0,-1240.0,0.0,0.0
111541,-9742,0.3303,0.661,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111544,-20862,0.507,0.1545,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111550,-20675,0.7324,0.7666,0.7505,-1317.6923076923076,-364.84615384615387,0.3076923076923077,0.0
111554,-10431,0.354,0.219,0.4136,-1132.8,-563.7,0.5,0.3
111560,-19536,0.507,0.1969,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111566,-16662,0.4524,0.6763,0.749,-1350.0,-1096.0,0.0,0.0
111567,-21652,0.507,0.4158,0.2432,-1338.357142857143,-840.2857142857143,0.14285714285714285,0.1
111592,-21835,0.507,0.6587,0.555,-454.0,-5.0,1.0,0.0
111618,-13038,0.507,0.6514,0.4014,-1248.7142857142858,-1041.4285714285713,0.2857142857142857,0.0
111620,-22389,0.507,0.573,0.44,-810.75,-381.75,0.5,0.5
111627,-22307,0.507,0.662,0.587,-755.125,-350.75,0.25,0.0
111641,-13744,0.507,0.0896,0.4224,-1552.857142857143,-1189.0,0.2857142857142857,0.3333333333333333
111646,-11857,0.507,0.3955,0.2239,-289.4,-111.6,0.8,0.5
111652,-15200,0.692,0.2345,0.769,-1235.0,-895.5,0.5,0.0
111657,-13440,0.76,0.3743,0.5654,-883.8333333333334,-416.8333333333333,0.6666666666666666,0.0
111664,-19738,0.507,0.6797,0.1841,-1826.0,-910.0,0.5,0.2
111665,-14524,0.404,0.6216,0.6074,-924.0,-311.25,0.75,0.4
111669,-17460,0.5063,0.71,0.4993,-1014.0,-234.66666666666666,0.5,0.0
111673,-23961,0.507,0.444,0.68,-1266.6666666666667,-185.0,0.3333333333333333,0.0
111687,-16332,0.6357,0.736,0.4312,-898.125,-582.0,0.5,0.0
111688,-22596,0.807,0.3293,0.4668,-360.0,-142.0,1.0,0.0
111689,-23565,0.7603,0.466,0.56,-1250.3333333333333,-874.5333333333333,0.26666666666666666,0.125
111694,-13493,0.507,0.6284,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111695,-16433,0.6587,0.434,0.517,-1279.6,-200.2,0.8,0.0
111698,-18746,0.6685,0.5146,0.5083,-1839.4117647058824,-1321.4117647058824,0.058823529411764705,0.0
111703,-20069,0.722,0.637,0.68,-2092.777777777778,-960.3333333333334,0.1111111111111111,0.0
111709,-23834,0.507,0.766,0.633,-1558.0,-394.0,0.25,0.15384615384615385
111712,-21024,0.5737,0.7466,0.633,-1011.0,-410.0,1.0,0.125
111715,-15600,0.658,0.5737,0.2393,-1418.6666666666667,-209.44444444444446,0.5555555555555556,0.5
111724,-20762,0.886,0.3918,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111730,-17875,0.507,0.616,0.7324,-1714.0,-358.0,0.0,0.0
111747,-9950,0.4727,0.645,0.628,-872.6666666666666,-482.0,0.3333333333333333,0.0
111760,-19915,0.507,0.718,0.5815,-1393.25,-817.5,0.5,0.0
111761,-17232,0.507,0.6797,0.669,-1488.0,-586.0,0.5,0.0
111763,-17192,0.7485,0.536,0.4526,-1189.1666666666667,-749.8333333333334,0.3333333333333333,0.0
111776,-22786,0.829,0.7227,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.3181818181818182
111777,-22302,0.7295,0.6147,0.746,-1028.6,-502.0,0.2,0.14285714285714285
111781,-21813,0.7773,0.694,0.7153,-1797.8333333333333,-1058.8333333333333,0.3333333333333333,0.0
111793,-10997,0.1725,0.755,0.7544,-826.0,-547.0,0.3333333333333333,0.3333333333333333
111804,-10100,0.04483,0.46,0.398,-1157.6666666666667,-611.6666666666666,0.0,0.3333333333333333
111810,-9859,0.304,0.2062,0.2152,-424.5,-148.5,0.5,0.0
111816,-14882,0.507,0.688,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.25
111818,-19149,0.507,0.6064,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.125
111830,-16291,0.507,0.6987,0.4473,-1113.8181818181818,-122.0,0.18181818181818182,0.0
111832,-18452,0.507,0.752,0.44,-853.5833333333334,-357.1666666666667,0.3333333333333333,0.375
111841,-19831,0.8794,0.749,0.424,-1183.5,-352.3,0.8,0.09090909090909091
111842,-17932,0.507,0.3586,0.5884,-966.9090909090909,-592.1818181818181,0.09090909090909091,0.0
111843,-9354,0.2612,0.38,0.623,-1547.0,-588.0,0.0,0.0
111846,-19869,0.507,0.4058,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
111848,-9896,0.2124,0.4187,0.2314,-112.0,-20.0,1.0,0.5
111856,-14832,0.5615,0.735,0.709,-1294.25,-743.75,0.25,0.125
111857,-19176,0.773,0.659,0.659,-1022.5,-235.75,0.75,0.0
111877,-13384,0.7095,0.63,0.5283,-1183.4285714285713,-657.4285714285714,0.2857142857142857,0.0
111882,-22746,0.507,0.572,0.669,-1472.0,-898.0,0.0,0.0
111883,-13912,0.7217,0.538,0.3672,-765.25,-333.625,0.25,0.0
111891,-14655,0.4976,0.734,0.6704,-1216.3333333333333,-409.0,0.3333333333333333,0.2
111893,-19679,0.507,0.665,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.08333333333333333
111901,-13839,0.624,0.644,0.4722,-587.0,-7.0,1.0,0.0
111912,-8561,0.507,0.579,0.3774,-270.5,-38.5,0.5,0.0
111913,-18028,0.5376,0.7266,0.648,-1539.25,-200.25,0.75,0.16666666666666666
111955,-22382,0.7876,0.556,0.6245,-364.0,-182.8,0.6,0.1111111111111111
111958,-20847,0.507,0.436,0.738,-1311.6,-819.4,0.4,0.25
111960,-19906,0.49,0.334,0.3186,-376.2857142857143,-160.42857142857142,0.42857142857142855,0.0
111967,-19257,0.507,0.6895,0.3523,-1755.0,-909.8,0.4,0.0
112000,-8326,0.507,0.3682,0.424,-513.2222222222222,-94.33333333333333,0.7777777777777778,0.0
112003,-16013,0.507,0.1416,0.5728,-1212.0,-22.5,1.0,0.0
112015,-11186,0.2336,0.3975,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.3
112019,-13095,0.219,0.3416,0.08966,-889.0909090909091,-440.27272727272725,0.18181818181818182,0.7
112020,-17903,0.4504,0.6167,0.797,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
112028,-14297,0.507,0.4788,0.6313,-2059.5,-1280.0,0.0,0.25
112029,-12864,0.507,0.4004,0.4258,-300.0,-115.0,0.0,0.0
112031,-22881,0.5903,0.6987,0.349,-1078.75,-547.75,0.75,0.125
112039,-17101,0.692,0.1962,0.613,-305.0,-40.666666666666664,0.0,0.0
112042,-15799,0.803,0.7456,0.834,-2730.0,-619.0,0.0,0.0
112049,-19810,0.6465,0.679,0.833,-2417.6666666666665,-1264.0,0.0,0.6666666666666666
112052,-11815,0.2124,0.5537,0.314,-444.0,-4.0,1.0,0.2
112054,-11267,0.7305,0.7666,0.6094,-1186.3636363636363,-552.5454545454545,0.18181818181818182,0.0
112055,-18949,0.6836,0.569,0.458,-1315.076923076923,-589.2307692307693,0.38461538461538464,0.0
112063,-22478,0.507,0.371,0.519,-923.2,-694.6,0.2,0.0
112070,-23869,0.507,0.3188,0.8027,-1915.6666666666667,-1385.6666666666667,0.0,0.0
112071,-9256,0.1705,0.4229,0.3928,-391.5,-136.0,0.5,0.0
112080,-24579,0.9043,0.2625,0.853,-1429.0,-947.6666666666666,0.3333333333333333,0.0
112083,-17931,0.6553,0.7075,0.5693,-1075.7272727272727,-402.27272727272725,0.45454545454545453,0.0
112085,-20892,0.5405,0.3496,0.7,-1224.5,-845.75,0.0,0.09090909090909091
112089,-20081,0.507,0.551,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
112098,-16608,0.33,0.5513,0.0862,-950.25,-331.625,0.5,0.0
112100,-17164,0.507,0.546,0.4993,-1787.095238095238,-1090.4761904761904,0.23809523809523808,0.0
112105,-13118,0.49,0.5645,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
112124,-8667,0.52,0.6265,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
112126,-14127,0.2346,0.4534,0.7437,-913.5,-20.5,1.0,0.0
112127,-15078,0.4377,0.7427,0.519,-1540.5,-694.5,0.0,0.0
112128,-14720,0.214,0.533,0.8105,-2019.5,-1373.0,0.5,0.125
112148,-13361,0.4436,0.642,0.756,-2000.5,-969.5,0.5,0.0
112149,-13778,0.507,0.659,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
112165,-8546,0.507,0.554,0.364,-484.0,-32.5,1.0,0.0
112170,-10252,0.584,0.616,0.4258,-838.0,-355.25,0.5,0.0
112171,-15556,0.4668,0.7495,0.501,-1434.0,-1085.0,0.25,0.0
112176,-20146,0.4758,0.4282,0.458,-903.875,-626.3333333333334,0.3333333333333333,0.42857142857142855
112186,-22571,0.507,0.759,0.492,-1586.6,-826.4,0.4,0.3333333333333333
112199,-16291,0.586,0.5356,0.494,-889.8,-512.0,0.2,0.0
112203,-14304,0.3628,0.683,0.653,-925.7142857142857,-570.4285714285714,0.2857142857142857,0.0
112214,-10348,0.2034,0.6123,0.3723,-545.6666666666666,-98.0,0.6666666666666666,0.0
112215,-18440,0.275,0.613,0.6074,-1684.6666666666667,-1431.8333333333333,0.16666666666666666,0.2
112216,-23531,0.507,0.78,0.2651,-299.5,-113.5,0.5,0.0
112224,-16049,0.2152,0.666,0.5337,-1351.8,-910.0,0.4,0.0
112225,-21083,0.507,0.694,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.25
112231,-10931,0.2856,0.2122,0.3894,-1367.8333333333333,-727.1666666666666,0.1111111111111111,0.2222222222222222
112234,-11206,0.465,0.4329,0.4436,-723.75,-54.25,0.375,0.0
112235,-17926,0.72,0.677,0.592,-1797.8333333333333,-707.3333333333334,0.3333333333333333,0.0
112236,-22181,0.507,0.2983,0.2722,-125.0,-2.0,1.0,0.0
112254,-16056,0.507,0.4434,0.3328,-1333.6666666666667,-653.9166666666666,0.25,0.0
112265,-15198,0.2954,0.2144,0.576,-1071.5,-687.5,0.5,0.4444444444444444
112271,-15739,0.6714,0.393,0.76,-941.0,-443.0,0.3333333333333333,0.0
112284,-14218,0.507,0.4736,0.717,-1004.5,-255.25,0.75,0.3333333333333333
112287,-21651,0.507,0.672,0.2637,-1471.0,-477.5,0.0,0.0
112295,-10869,0.3203,0.4014,0.2032,-455.2857142857143,-125.57142857142857,0.8571428571428571,0.0
112303,-12031,0.507,0.5576,0.1757,-1003.4,-702.4,0.2,0.625
112307,-19888,0.507,0.3801,0.3032,-234.5,-118.0,1.0,0.0
112310,-17984,0.4907,0.7007,0.5405,-1049.0,-16.75,1.0,0.0
112312,-9537,0.2021,0.2362,0.55,-1080.6666666666667,-733.3333333333334,0.3333333333333333,0.3333333333333333
112313,-12763,0.67,0.6885,0.7,-1113.0,-483.625,0.625,0.3333333333333333
112326,-10662,0.5073,0.4695,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
112333,-21789,0.734,0.489,0.519,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
112334,-9082,0.569,0.337,0.5244,-269.0,-86.0,0.0,0.0
112339,-16232,0.3662,0.658,0.5283,-955.0,-399.42857142857144,0.5,0.0
112347,-11066,0.507,0.528,0.494,-1218.0,-678.6363636363636,0.18181818181818182,0.09090909090909091
112350,-15504,0.3606,0.7266,0.519,-1520.25,-730.5,0.0,0.0
112356,-11230,0.438,0.44,0.142,-634.75,-415.75,0.25,0.0
112357,-8502,0.507,0.6045,0.3457,-299.5,-23.0,0.5,0.18181818181818182
112359,-10191,0.1477,0.4827,0.419,-684.4,-416.7,0.2,0.3333333333333333
112360,-21150,0.2279,0.6953,0.3232,-492.0,-189.16666666666666,0.6666666666666666,0.0
112371,-12423,0.507,0.5527,0.3672,-1062.9444444444443,-467.43650793650795,0.3333333333333333,0.0
112385,-13554,0.5244,0.6665,0.386,-960.5,-445.4166666666667,0.4166666666666667,0.0
112392,-11248,0.507,0.547,0.659,-860.0,-583.75,0.25,0.0
